CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore
5386,Jillian Norman,westalan@example.org,34,Male,Bonnieland,48,Clothing,Jeans,728.39,43.87,28x14x30,5386,2023-03-16,£894.06,Express,Shipped,5386,192,174,2022-01-05,77,Jessicastad,12375,6,Morgan LLC,New Marktown,2.48
5387,Rebecca Gonzalez,elizabeth94@example.net,68,Female,South Timothy,9,Furniture,Beds,505.96,3.11,21x33x10,5387,21/06/2021,$184.53,Express,Pending,5387,222,314,2021-03-27,378,South Susan,9226,5,Morgan LLC,Port Robynmouth,1.23
5388,Michael Kennedy,jesse43@example.net,48,Female,South Christopher,16,Furniture,Tables,173.95,4.43,43x25x25,5388,15/02/2023,£2734.2,Two-day,Shipped,5388,303,185,2021-09-28,32,East Christinafurt,18998,9,Johnson-Rodriguez,Katherineborough,7.81
5389,Ian Best,phyllis27@example.net,34,Male,Port Troy,2,Electronics,Mobile Phones,593.31,8.9,33x16x47,5389,01-10-2023,$4433.9,Standard,Delivered,5389,731,106,2020-10-01,169,Edwardshire,8032,5,Morgan LLC,Port Robynmouth,1.23
5390,James Romero,bryanderrick@example.com,35,Female,Aaronville,6,Furniture,Chairs,992.18,9.04,38x17x38,5390,2021-05-12,£1166.46,Express,Delivered,5390,998,407,2022-05-20,192,New Kyle,13661,9,Johnson-Rodriguez,Katherineborough,7.81
5391,Eric Chung,omunoz@example.org,36,Male,Nicoleland,13,Electronics,Headphones,388.53,48.0,27x46x28,5391,01-12-2021,€1966.02,Standard,Delivered,5391,142,167,2020-12-07,407,North Emilymouth,6197,2,Miller-Pearson,Clarkmouth,9.83
5392,Brian Williams,bmartin@example.org,24,Male,East Aaron,6,Furniture,Chairs,49.64,17.34,46x47x10,5392,21/02/2023,€2889.16,Standard,Cancelled,5392,907,311,2021-11-19,273,South Peggy,7933,5,Morgan LLC,Port Robynmouth,1.23
5393,Brandi Edwards,angelamurphy@example.com,42,Female,Kathyville,12,Clothing,Dresses,19.3,39.91,25x36x41,5393,09-28-2021,£86.44,Two-day,Delivered,5393,538,210,2022-06-20,448,Conleyborough,17470,8,Parks-Gallegos,Jenkinsside,6.82
5394,Shannon Collins,johnsontammy@example.com,65,Male,Phillipsberg,6,Furniture,Chairs,52.67,16.55,4x7x12,5394,2022-06-01,£3847.36,Two-day,Pending,5394,201,377,2022-06-14,299,North Nicholas,17164,0,Johnson-Rodriguez,Port Robynmouth,
5395,Kimberly Riggs,pruittmorgan@example.net,28,Male,Crossshire,16,Furniture,Tables,732.45,14.37,26x42x44,5395,2020-11-21,€7.83,Two-day,Delivered,5395,976,232,2022-01-11,402,South Rhonda,14419,3,Johnson-Rodriguez,Katherineborough,7.4
5396,Candace Burnett,hansenjohn@example.net,19,Female,North Timothy,3,Furniture,Cabinets,808.67,7.89,4x2x23,5396,05-24-2023,£397.18,Express,Cancelled,5396,558,291,2022-03-20,243,East Evan,17827,5,Morgan LLC,Port Robynmouth,1.23
5397,Elizabeth Vaughan,michelle35@example.com,23,Male,Christineshire,9,Furniture,Beds,514.39,30.68,30x46x13,5397,08/12/2021,£1806.25,Express,Delivered,5397,858,444,2021-08-30,199,Port Jonathan,13686,0,Johnson-Rodriguez,Port Robynmouth,
5398,Alicia Alvarado,zjones@example.org,61,Female,Davisstad,4,Clothing,T-Shirts,149.12,16.37,45x38x21,5398,2021-03-15,€111.48,Two-day,Delivered,5398,555,268,2021-09-16,22,North Calvinbury,12781,6,Morgan LLC,New Marktown,2.48
5399,Joy Barnes,jimmyvillarreal@example.com,54,Male,Lake Kayla,0,Electronics,Smart Watches,266.18,28.19,4x35x37,5399,12-08-2020,€2990.76,Express,Shipped,5399,625,38,2021-06-06,264,Mendozabury,15033,6,Morgan LLC,New Marktown,2.48
5400,Billy Mccarty,,110,Female,Bakertown,48,Clothing©,Jeans,884.07,46.02,22x29x2,5400,15/04/2021,$2772.6,Express,Pending,5400,882,327,2021-02-25,336,Martinezport,17218,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5401,Cheryl Lee,eyork@example.com,52,Male,Rachelton,3,Furniture,Cabinets,589.25,31.29,49x22x46,5401,2023-03-14,$402.88,Express,Shipped,5401,160,116,2022-03-01,31,Williamsonburgh,9705,2,Miller-Pearson,Clarkmouth,9.83
5402,Michael Jones,brian11@example.org,35,Male,Crystalburgh,8,Clothing,Shoes,925.54,3.41,45x28x17,5402,23/06/2023,$684.95,Two-day,Pending,5402,516,420,2021-11-24,142,Riosville,5180,9,Johnson-Rodriguez,Katherineborough,7.81
5403,Wendy Perez,dominiquepugh@example.org,32,Male,West Jamie,13,Electronics,Headphones,575.32,31.44,25x26x33,5403,16/06/2022,£2170.32,Express,Shipped,5403,923,408,2020-09-27,340,South Kim,13347,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5404,Jamie Mendez,kellypreston@example.org,40,Male,Lake Timothy,21,Furniture,Sofas,603.7,5.15,9x48x25,5404,12-01-2020,€4520.8,Two-day,Delivered,5404,951,368,2021-12-29,352,North Melissa,5044,2,Miller-Pearson,Clarkmouth,9.83
5405,Joseph Little,christopherbrown@example.org,54,Male,West Tylerville,21,Furniture,Sofas,252.64,12.6,4x21x42,5405,12-02-2022,£1798.8,Two-day,Pending,5405,219,121,2022-01-26,174,Andrewsberg,14591,0,Johnson-Rodriguez,Port Robynmouth,
5406,Roberto Keller,xpruitt@example.net,62,Female,South Jennifershire,8,Clothing,Shoes,937.48,23.86,2x36x16,5406,19/07/2022,$2487.81,Express,Delivered,5406,102,382,2022-02-20,82,West Brendaport,5880,5,Morgan LLC,Port Robynmouth,1.23
5407,Eric Gonzalez,debra69@example.com,70,Male,North Jamesborough,13,Electronics,Headphones,760.96,27.36,45x22x49,5407,2021-05-01,$1831.75,Standard,Pending,5407,701,73,2020-12-07,291,Dannyport,11559,2,Miller-Pearson,Clarkmouth,9.83
5408,Traci Russell,nturner@example.org,60,Female,Hannahmouth,21,Furniture,Sofas,471.04,23.35,38x48x34,5408,2022-03-25,€4277.3,Two-day,Delivered,5408,754,468,2022-06-27,447,West Xavier,14357,3,Johnson-Rodriguez,Katherineborough,7.4
5409,Angela Miller,haleyshawn@example.com,45,Male,Bryanport,10,Electronics,Laptops,394.69,25.18,23x40x7,5409,2021-11-01,€889.54,Standard,Cancelled,5409,796,265,2021-12-27,264,Mendozabury,15033,7,Miller Group,Clarkmouth,6.56
5410,Craig Blankenship,edgarnoble@example.com,69,Male,East Emilymouth,10,Electronics,Laptops,586.3,3.12,42x14x6,5410,06-07-2022,£3601.65,Standard,Pending,5410,269,479,2021-02-07,100,Lake John,14918,8,Parks-Gallegos,Jenkinsside,6.82
5411,Alan Thomas,hensonryan@example.org,38,Male,Lucasside,2,Electronics,Mobile Phones,401.82,33.19,44x46x47,5411,12/06/2023,€3326.72,Standard,Cancelled,5411,534,363,2022-06-26,447,West Xavier,14357,7,Miller Group,Clarkmouth,6.56
5412,Paula Neal,nunezaudrey@example.org,48,Female,Davidfurt,48,Clothing,Jeans,996.63,22.7,5x48x9,5412,11-24-2022,$2765.4,Express,Cancelled,5412,646,67,2021-04-10,473,Jamieside,13668,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5413,Casey Ross,aaronmiller@example.net,52,Male,North Kathleen,6,Furniture,Chairs,194.0,5.93,12x11x49,5413,2023-01-08,€819.93,Standard,Delivered,5413,533,351,2021-10-25,261,North Deborah,6823,2,Miller-Pearson,Clarkmouth,9.83
5414,Mark Smith,csmith@example.com,37,Female,Mcgeemouth,6,Furniture,Chairs,355.85,7.86,31x30x25,5414,28/12/2020,£303.43,Standard,Delivered,5414,920,178,2021-03-18,65,Kathrynfort,14307,5,Morgan LLC,Port Robynmouth,1.23
5415,Melissa Lewis,richardchen@example.com,69,Male,East Josefurt,10,Electronics,Laptops,64.45,11.62,36x8x16,5415,2023-06-11,$3912.92,Express,Cancelled,5415,972,269,2020-10-06,487,Port Jennifer,11437,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5416,Andrea Lopez,fdaugherty@example.com,29,Female,Russellburgh,3,Furniture,Cabinets,538.83,44.98,8x28x27,5416,2021-05-23,£2530.64,Two-day,Pending,5416,955,422,2022-03-12,197,West Cathyville,18819,3,Johnson-Rodriguez,Katherineborough,7.4
5417,Samantha Jackson,campbellpatricia@example.org,70,Female,East Katherine,2,Electronics,Mobile Phones,435.41,18.9,45x16x44,5417,31/10/2020,€217.72,Two-day,Cancelled,5417,396,489,2021-04-09,425,North Robinshire,15061,8,Parks-Gallegos,Jenkinsside,6.82
5418,Diane Bates,carolyn42@example.com,40,Female,New Tyler,8,Clothing,Shoes,118.02,48.62,4x5x6,5418,2023-03-12,£1477.75,Standard,Pending,5418,324,116,2022-08-22,331,Julieshire,5795,9,Johnson-Rodriguez,Katherineborough,7.81
5419,Paula Stephens,josephmartinez@example.org,64,Female,Wilsonmouth,4,Clothing,T-Shirts,826.52,12.25,42x23x32,5419,2021-04-02,€685.12,Two-day,Cancelled,5419,453,481,2022-08-05,223,South Mark,16298,3,Johnson-Rodriguez,Katherineborough,7.4
5420,Kelly Webb,margaretdecker@example.com,20,Male,South Johnport,12,Clothing,Dresses,648.61,38.29,50x41x3,5420,2021-12-15,€2056.4,Standard,Delivered,5420,444,157,2021-10-05,204,North Monicaville,14702,2,Miller-Pearson,Clarkmouth,9.83
5421,Heather Burns,cerickson@example.com,51,Male,East Jasminetown,21,Furniture,Sofas,321.66,35.17,4x46x1,5421,09-04-2022,$76.16,Express,Shipped,5421,934,123,2021-09-23,110,West Angel,6892,8,Parks-Gallegos,Jenkinsside,6.82
5422,Janet Terry,perezpatricia@example.com,64,Male,Phillipsmouth,12,Clothing,Dresses,741.99,28.57,11x18x30,5422,03/08/2023,€424.8,Express,Pending,5422,881,435,2021-10-21,190,Suzannetown,5196,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5423,Savannah Spencer,mgonzales@example.org,21,Female,South Joycechester,4,Clothing,T-Shirts,765.13,39.46,9x24x10,5423,13/12/2021,£2096.85,Two-day,Shipped,5423,425,166,2021-01-11,137,Marialand,10983,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5424,Dr. Nancy Hayes,samuel60@example.net,57,Male,Carpenterland,6,Furniture,Chairs,451.77,9.57,30x27x36,5424,2022-05-04,$1052.58,Express,Pending,5424,281,121,2020-09-01,240,Port Marilyn,14392,7,Miller Group,Clarkmouth,6.56
5425,Spencer Fitzgerald,jessicasmith@example.net,69,Male,Geneland,21,Furniture,Sofas,746.85,17.46,33x31x23,5425,02-18-2023,£1674.09,Two-day,Shipped,5425,190,178,2020-10-25,473,Jamieside,13668,8,Parks-Gallegos,Jenkinsside,6.82
5426,Gabriel Walters,melissa22@example.net,58,Female,Sabrinamouth,4,Clothing,T-Shirts,654.64,11.78,25x19x6,5426,01/03/2022,€478.85,Express,Shipped,5426,549,478,2022-07-13,261,North Deborah,6823,5,Morgan LLC,Port Robynmouth,1.23
5427,Cameron Arroyo,fullerbridget@example.org,56,Male,East Matthew,2,Electronics,Mobile Phones,483.23,7.23,2x12x28,5427,2022-05-12,£2319.0,Standard,Delivered,5427,547,285,2022-08-24,37,Lake Emily,8704,5,Morgan LLC,Port Robynmouth,1.23
5428,Zachary Clark,cummingsmonica@example.net,46,Male,Davidberg,10,Electronics,Laptops,710.97,36.63,21x3x4,5428,02/10/2020,$3066.28,Express,Cancelled,5428,3,462,2022-07-28,343,Martinezshire,15984,9,Johnson-Rodriguez,Katherineborough,7.81
5429,Theresa Nichols,mary07@example.net,52,Male,Johnsonton,13,Electronics,Headphones,741.53,10.18,4x5x24,5429,12-07-2022,£1568.88,Express,Shipped,5429,537,123,2020-09-27,494,Roberttown,5465,7,Miller Group,Clarkmouth,6.56
5430,Paula Martin,brittany58@example.com,36,Male,New Edwardstad,6,Furniture,Chairs,522.33,11.76,49x8x23,5430,2022-05-18,£811.05,Standard,Cancelled,5430,453,442,2021-10-31,376,Michaeltown,19771,0,Johnson-Rodriguez,Port Robynmouth,
5431,Michael Miller,martinjennifer@example.org,66,Male,Sylviahaven,13,Electronics,Headphones,519.08,11.45,42x38x9,5431,02/10/2020,£2044.36,Standard,Cancelled,5431,840,351,2022-07-01,242,Wernerchester,19529,2,Miller-Pearson,Clarkmouth,9.83
5432,Robert Hernandez,tracy89@example.net,57,Female,West Thomas,48,Clothing,Jeans,70.32,25.72,18x43x30,5432,13/05/2022,€1268.49,Express,Shipped,5432,106,329,2021-07-08,404,Contrerasmouth,18304,7,Miller Group,Clarkmouth,6.56
5433,Eric Gross,ellenwilliams@example.net,35,Male,Lake Kelli,4,Clothing,T-Shirts,852.23,2.64,44x17x40,5433,07-18-2021,$1507.89,Express,Cancelled,5433,215,82,2022-02-14,481,Margaretberg,14080,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5434,Emma Johnson,nguyenmichael@example.com,67,Female,East James,10,Electronics,Laptops,510.65,21.97,3x13x3,5434,07-05-2021,€745.0,Two-day,Cancelled,5434,933,397,2021-10-11,431,East Ann,10695,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5435,Michael Wilson,laurenreyes@example.org,42,Female,Ricardoport,0,Electronics,Smart Watches,785.04,7.36,49x25x40,5435,10/06/2022,$3317.64,Standard,Cancelled,5435,711,198,2022-02-28,218,East Brandonville,5696,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5436,Kimberly Silva,jonesallen@example.org,46,Female,Fischershire,4,Clothing,T-Shirts,355.83,10.48,15x27x47,5436,25/05/2023,€3833.95,Standard,Cancelled,5436,495,465,2022-08-29,324,North Pamelachester,10294,9,Johnson-Rodriguez,Katherineborough,7.81
5437,Brian Maldonado,wmoore@example.com,66,Male,Jameshaven,6,Furniture,Chairs,61.11,17.35,5x26x49,5437,2021-12-01,$290.16,Standard,Pending,5437,929,159,2022-01-02,237,Scottberg,11019,9,Johnson-Rodriguez,Katherineborough,7.81
5438,William Schneider,brianlong@example.org,46,Male,Cruzhaven,11,Clothing,Hats,512.95,7.41,41x42x44,5438,19/04/2021,£3605.45,Two-day,Delivered,5438,847,282,2021-03-21,104,Martinezbury,14624,6,Morgan LLC,New Marktown,2.48
5439,Shannon Duran,jordanhendrix@example.net,35,Female,Paulview,9,Furniture,Beds,189.63,43.93,42x39x2,5439,2022-05-25,€168.83,Standard,Pending,5439,838,224,2022-07-10,18,West Jasonshire,14204,9,Johnson-Rodriguez,Katherineborough,7.81
5440,Mark Chaney,dgrant@example.com,34,Female,Lake Kyle,9,Furniture,Beds,484.42,16.13,25x46x33,5440,03/02/2022,£266.54,Two-day,Delivered,5440,28,60,2022-01-28,320,West Cindy,5650,7,Miller Group,Clarkmouth,6.56
5441,Ashley Kennedy,nicholas12@example.org,59,Female,Andrewport,12,Clothing,Dresses,335.27,47.28,1x8x25,5441,2021-08-01,$4250.0,Two-day,Pending,5441,28,468,2021-08-17,205,New Jeffrey,7834,9,Johnson-Rodriguez,Katherineborough,7.81
5442,Douglas Mccall,omiller@example.net,60,Male,South Nicoleville,9,Furniture,Beds,827.43,14.03,43x19x34,5442,2021-04-26,$599.72,Two-day,Cancelled,5442,680,240,2021-02-05,203,Powersbury,6741,9,Johnson-Rodriguez,Katherineborough,7.81
5443,Tiffany Rhodes DDS,leesteven@example.com,67,Female,West Derek,16,Furniture,Tables,438.93,20.56,44x18x37,5443,10-28-2020,£255.6,Express,Pending,5443,3,154,2021-03-16,13,Cameronside,13847,5,Morgan LLC,Port Robynmouth,1.23
5444,Linda Rosales,williebrown@example.com,37,Female,Williambury,48,Clothing,Jeans,183.02,19.26,1x31x43,5444,27/02/2021,£860.62,Express,Shipped,5444,726,283,2021-12-20,81,Potterberg,15270,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5445,Gina Tucker,robert28@example.org,59,Female,Tiffanymouth,1,Electronics,Cameras,942.7,16.68,39x15x16,5445,2022-09-17,$2982.08,Standard,Shipped,5445,983,263,2022-05-01,317,Aaronmouth,11416,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5446,Autumn Fuentes,vwilliams@example.org,53,Male,Justinside,1,Electronics,Cameras,116.47,26.12,7x28x42,5446,10/01/2022,€776.08,Standard,Cancelled,5446,810,296,2021-07-28,17,Port Alyssa,13507,0,Johnson-Rodriguez,Port Robynmouth,
5447,Jeffrey Torres,dianagarza@example.net,39,Female,Port Stephanieton,10,Electronics,Laptops,244.81,35.23,21x9x29,5447,01-20-2023,£721.82,Express,Delivered,5447,769,240,2022-04-08,391,Aaronchester,9676,9,Johnson-Rodriguez,Katherineborough,7.81
5448,Catherine Blake,twhite@example.com,54,Male,Fitzgeraldmouth,6,Furniture,Chairs,316.78,0.6,31x48x34,5448,01-12-2021,€901.86,Two-day,Pending,5448,956,297,2022-06-25,222,West Kristen,11070,2,Miller-Pearson,Clarkmouth,9.83
5449,Cynthia Garrison,tyleranderson@example.net,65,Male,Julianfort,21,Furniture,Sofas,447.82,27.53,32x37x20,5449,2020-09-14,£928.95,Two-day,Cancelled,5449,331,79,2021-03-08,138,Johnview,6943,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5450,Alexis Miller,samanthahansen@example.org,53,Female,North Victoria,1,Electronics,Cameras,310.25,38.76,29x9x14,5450,15/01/2023,$330.72,Two-day,Cancelled,5450,301,141,2021-03-26,161,West Michelleshire,7101,7,Miller Group,Clarkmouth,6.56
5451,Matthew Gomez,amyhicks@example.org,41,Female,West Rebecca,4,Clothing,T-Shirts,269.69,26.43,17x39x45,5451,2021-07-19,£199.08,Standard,Cancelled,5451,268,55,2021-07-06,399,New Laurie,18901,8,Parks-Gallegos,Jenkinsside,6.82
5452,Marcus Kemp,sellerschristian@example.org,57,Female,Tommyberg,12,Clothing,Dresses,985.56,16.38,22x50x11,5452,05-06-2021,$3417.8,Standard,Shipped,5452,791,347,2021-04-13,272,East Brittanyfort,18483,8,Parks-Gallegos,Jenkinsside,6.82
5453,Stephanie Brown,rochajames@example.net,29,Male,South Stephanieton,48,Clothing,Jeans,615.11,9.65,36x30x35,5453,08-15-2023,$22.41,Two-day,Delivered,5453,439,115,2020-09-18,288,Dickersonfurt,11478,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5454,Jonathan Baker,anitaglover@example.net,26,Male,North Shirley,6,Furniture,Chairs,707.27,17.88,37x25x42,5454,12-28-2020,$1536.42,Two-day,Shipped,5454,378,169,2022-04-12,383,Payneland,19768,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5455,Charles Barnes,steventate@example.org,43,Female,Lake Clifford,11,Clothing,Hats,521.7,3.97,46x16x13,5455,18/11/2021,$352.93,Two-day,Shipped,5455,827,168,2021-05-04,88,Powellberg,6982,5,Morgan LLC,Port Robynmouth,1.23
5456,Justin Norris,robert27@example.net,68,Male,Marciaberg,13,Electronics,Headphones,473.4,20.27,3x40x39,5456,23/12/2020,€1517.4,Standard,Pending,5456,350,211,2021-04-23,34,Port Amyville,13846,5,Morgan LLC,Port Robynmouth,1.23
5457,William Ortiz,jeffreyburns@example.org,19,Male,Whitebury,3,Furniture,Cabinets,917.28,40.48,6x14x35,5457,2020-10-30,£836.94,Two-day,Delivered,5457,567,387,2022-04-14,197,West Cathyville,18819,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5458,Susan Johnson,ywilliamson@example.org,38,Male,Hannahshire,8,Clothing,Shoes,374.54,14.35,7x39x37,5458,07-16-2023,$2150.72,Standard,Shipped,5458,307,401,2020-12-18,292,Jennifermouth,17353,2,Miller-Pearson,Clarkmouth,9.83
5459,Joel Johnson,igordon@example.org,43,Male,South Kevin,16,Furniture,Tables,51.03,24.29,36x14x44,5459,2021-11-17,$2302.92,Two-day,Cancelled,5459,856,361,2021-07-13,223,South Mark,16298,7,Miller Group,Clarkmouth,6.56
5460,Charles Johnson,rwong@example.com,51,Female,Wilsonton,13,Electronics,Headphones,449.23,17.61,31x38x42,5460,29/05/2021,$523.4,Express,Delivered,5460,803,365,2021-02-14,421,Kristinaton,10431,7,Miller Group,Clarkmouth,6.56
5461,James Perry,olivia11@example.org,24,Female,Smithborough,8,Clothing,Shoes,995.21,36.95,27x46x30,5461,03-14-2023,£2191.6,Two-day,Pending,5461,956,356,2021-04-08,257,Hawkinsshire,16821,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5462,Lori Tanner,dblackburn@example.net,34,Male,Rubiomouth,0,Electronics,Smart Watches,305.07,25.38,9x6x29,5462,2021-04-13,$60.61,Two-day,Pending,5462,39,207,2021-09-01,416,South Jamiemouth,8387,5,Morgan LLC,Port Robynmouth,1.23
5463,William Ochoa,amber97@example.net,23,Female,New Francesmouth,8,Clothing,Shoes,433.45,0.68,22x48x22,5463,06-25-2023,£2655.0,Express,Pending,5463,138,207,2021-04-21,371,Veronicashire,8821,5,Morgan LLC,Port Robynmouth,1.23
5464,John Weaver,gwendolyn13@example.com,56,Male,Port Pamelaton,3,Furniture,Cabinets,507.9,48.35,30x22x31,5464,04/09/2021,€1310.08,Standard,Cancelled,5464,730,455,2022-08-20,334,North Hannah,16502,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5465,Sean Molina,phillip20@example.net,53,Female,Richardbury,16,Furniture,Tables,896.87,10.48,49x47x44,5465,08-05-2023,€1662.15,Two-day,Delivered,5465,469,393,2022-04-29,171,West Williamfort,7879,3,Johnson-Rodriguez,Katherineborough,7.4
5466,Andrea Smith,marissamorrison@example.org,46,Female,Brandonside,13,Electronics,Headphones,613.33,39.16,12x28x33,5466,09-05-2020,£2893.0,Two-day,Cancelled,5466,562,86,2020-11-27,200,Lake Codyton,9884,3,Johnson-Rodriguez,Katherineborough,7.4
5467,Alexa Smith,robertstimothy@example.org,19,Female,South Normantown,16,Furniture,Tables,462.09,22.65,13x6x45,5467,28/02/2021,$1610.94,Two-day,Pending,5467,972,302,2021-12-07,210,West Geoffrey,14823,0,Johnson-Rodriguez,Port Robynmouth,
5468,Heidi Montoya,ericrowe@example.org,22,Female,Barneschester,6,Furniture,Chairs,382.08,24.92,37x38x4,5468,19/02/2021,€10.8,Standard,Cancelled,5468,147,124,2021-01-02,383,Payneland,19768,5,Morgan LLC,Port Robynmouth,1.23
5469,John Vaughn,joseward@example.net,27,Female,Amyland,9,Furniture,Beds,543.13,43.27,24x5x27,5469,2023-04-01,£2652.6,Two-day,Delivered,5469,613,32,2021-06-13,135,Rowemouth,6582,9,Johnson-Rodriguez,Katherineborough,7.81
5470,Debra Johnson,sarah68@example.net,24,Male,Port James,10,Electronics,Laptops,588.73,24.77,14x41x28,5470,13/06/2021,£469.74,Standard,Delivered,5470,85,141,2021-04-27,335,New Sandraport,14136,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5471,Kyle Ramos,tiffanywilliams@example.org,24,Male,North Catherine,3,Furniture,Cabinets,626.64,40.99,47x2x21,5471,08-23-2022,€453.78,Two-day,Cancelled,5471,106,429,2020-10-14,410,South Annberg,7512,7,Miller Group,Clarkmouth,6.56
5472,Matthew Terry,rebecca21@example.com,64,Male,Port John,16,Furniture,Tables,29.97,11.38,4x43x46,5472,2020-12-06,$43.85,Express,Delivered,5472,766,153,2021-10-24,145,Lake Jessicaville,7594,6,Morgan LLC,New Marktown,2.48
5473,Abigail Blackwell,amber44@example.net,39,Female,Steventown,0,Electronics,Smart Watches,835.23,5.44,3x25x13,5473,02-19-2021,$2400.7,Two-day,Delivered,5473,828,256,2022-03-13,209,Austinville,9637,7,Miller Group,Clarkmouth,6.56
5474,Ryan Jenkins,gwilliams@example.com,69,Male,South Jeremyside,10,Electronics,Laptops,554.93,32.42,12x25x47,5474,12-31-2022,$244.81,Two-day,Delivered,5474,896,251,2021-06-26,251,Amybury,9725,8,Parks-Gallegos,Jenkinsside,6.82
5475,David Campos,rebecca59@example.net,49,Male,South Amyberg,12,Clothing,Dresses,479.34,11.25,14x28x11,5475,2020-10-26,€2939.65,Standard,Cancelled,5475,633,113,2021-08-03,270,Port Davidborough,14875,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
5476,Kathleen Rodriguez,vwalker@example.org,54,Female,Kimberlyton,9,Furniture,Beds,824.88,7.2,15x11x49,5476,25/09/2022,$4134.6,Express,Pending,5476,162,206,2021-02-08,170,Brianbury,14990,3,Johnson-Rodriguez,Katherineborough,7.4
5477,Vincent Nelson,jwilson@example.net,52,Female,North Brittany,9,Furniture,Beds,458.41,30.95,39x37x41,5477,2021-08-14,$500.46,Standard,Cancelled,5477,789,396,2022-06-03,205,New Jeffrey,7834,6,Morgan LLC,New Marktown,2.48
5478,Brooke Jones,kellersandra@example.com,64,Female,East Jennifer,1,Electronics,Cameras,349.48,23.94,42x36x27,5478,26/01/2023,€149.89,Express,Delivered,5478,907,233,2021-10-10,10,Loganburgh,12104,9,Johnson-Rodriguez,Katherineborough,7.81
5479,Jennifer Andrews,kenneth09@example.com,47,Male,Ashleyborough,4,Clothing,T-Shirts,406.06,45.06,43x40x24,5479,06-23-2023,$750.11,Standard,Delivered,5479,227,455,2021-01-04,433,Mistyburgh,11268,8,Parks-Gallegos,Jenkinsside,6.82
5480,Jared Brown,dylanbryant@example.net,66,Male,New Shelly,4,Clothing,T-Shirts,699.8,7.89,23x3x23,5480,05/11/2022,$496.08,Two-day,Pending,5480,497,219,2022-05-02,74,Lake Erinberg,7134,7,Miller Group,Clarkmouth,6.56
5481,Sean Gregory,emilypearson@example.org,29,Male,East Joshuamouth,21,Furniture,Sofas,546.29,47.0,4x33x33,5481,2021-05-31,£2893.85,Two-day,Delivered,5481,820,344,2021-11-27,170,Brianbury,14990,7,Miller Group,Clarkmouth,6.56
5482,Cassandra Cox,joannewhite@example.net,68,Female,Lake Lori,11,Clothing,Hats,63.8,29.56,37x32x6,5482,2021-06-25,£653.88,Express,Shipped,5482,206,35,2022-08-03,332,East Richardview,18143,8,Parks-Gallegos,Jenkinsside,6.82
5483,Ashley Espinoza,anna09@example.com,56,Female,North Mitchellview,13,Electronics,Headphones,616.3,13.31,23x39x20,5483,12-23-2020,£941.7,Standard,Delivered,5483,176,287,2021-10-01,20,Thompsonstad,11837,9,Johnson-Rodriguez,Katherineborough,7.81
5484,Chad Smith,ryan64@example.net,58,Male,Lake Melvinburgh,11,Clothing,Hats,387.98,10.94,13x42x15,5484,27/04/2021,£601.55,Two-day,Cancelled,5484,780,398,2021-06-15,172,North Jessefurt,9981,5,Morgan LLC,Port Robynmouth,1.23
5485,Michael Travis,whitekimberly@example.org,47,Female,Craigborough,1,Electronics,Cameras,842.76,37.07,32x4x26,5485,15/05/2021,£3707.65,Express,Cancelled,5485,61,140,2021-04-25,184,Tuckerhaven,16439,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
5486,Rodney Todd,johnsonrussell@example.org,32,Female,Lake Joshuaport,21,Furniture,Sofas,919.82,17.67,8x28x30,5486,06-18-2023,$1081.14,Two-day,Delivered,5486,549,92,2021-01-03,330,East Ashley,17124,7,Miller Group,Clarkmouth,6.56
5487,Christopher Johnston,danielskenneth@example.org,23,Male,Wagnerland,48,Clothing,Jeans,917.92,4.78,28x7x39,5487,2021-05-04,$1781.6,Standard,Delivered,5487,793,309,2020-10-24,33,Heathertown,14932,3,Johnson-Rodriguez,Katherineborough,7.4
5488,Tara Vang,bsexton@example.com,31,Female,Kentmouth,4,Clothing,T-Shirts,230.12,41.19,8x22x44,5488,08/03/2022,$4151.15,Express,Cancelled,5488,574,219,2021-02-08,471,Mistyhaven,18512,7,Miller Group,Clarkmouth,6.56
